"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"Rv0194","NC_000962.3","226878..230462","123","0.6423975961","0","3585","123","123"
"IGR54_Rodriguez_Rv0194-Rv0195","NC_000962.3","230624..231055","61","2.6438331507","0","432","61","61"
"Rv0195","NC_000962.3","230899..231534","29","0.8537463066","0","636","29","29"
"Rv0196","NC_000962.3","231647..232231","5","0.1600302538","0","585","5","5"
"Rv0197","NC_000962.3","232231..234519","252","2.0613071218","0","2289","252","252"
"Miotto_candidate_949","NC_000962.3","complement(234459..234493)","0","0","0","35","0","0"
"zmp1","NC_000962.3","complement(234516..236507)","666","6.2599786313","0","1992","666","666"
"Miotto_candidate_25","NC_000962.3","235121..235170","0","0","0","50","0","0"
"Rv0199","NC_000962.3","236550..237209","187","5.3050029121","0","660","187","187"
"Miotto_candidate_950","NC_000962.3","complement(236632..236705)","0","0","0","74","0","0"
"Rv0200","NC_000962.3","237206..237895","228","6.1869087671","0","690","228","228"
"Rv0201c","NC_000962.3","complement(237892..238395)","481","17.8690924422","0","504","481","481"
"mmpL11","NC_000962.3","complement(238392..241292)","45504","293.6904343505","0","2901","45504","45504"
"Rv0203","NC_000962.3","241514..241924","36","1.640018075","0","411","36","36"
"Rv0204c","NC_000962.3","complement(241976..243214)","310","4.6846628764","0","1239","310","310"
"Rv0205","NC_000962.3","243384..244487","93","1.5772547021","0","1104","93","93"
"mmpL3","NC_000962.3","complement(244484..247318)","7474","49.3614587805","0","2835","7474","7474"
"Miotto_candidate_26","NC_000962.3","246987..247057","0","0","0","71","0","0"
"Miotto_candidate_27","NC_000962.3","247283..247542","163","11.7382191133","0","260","163","163"
"Miotto_candidate_951","NC_000962.3","complement(247318..247384)","0","0","0","67","0","0"
"Rv0207c","NC_000962.3","complement(247384..248112)","1301","33.4147121215","0","729","1301","1301"
"Rv0208c","NC_000962.3","complement(248115..248906)","822","19.4327646782","0","792","822","822"
"Rv0209","NC_000962.3","249038..250123","562","9.6893455854","0","1086","562","562"
"Rv0210","NC_000962.3","250120..251598","208","2.6331955751","0","1479","208","208"
"pckA","NC_000962.3","251782..253602","7690","79.0686547038","0","1821","7690","7690"
"nadR","NC_000962.3","complement(253669..254640)","253","4.8735139316","0","972","253","253"
"Rv0213c","NC_000962.3","complement(254637..255950)","95","1.3536805712","0","1314","95","95"
"IGR55_Rodriguez_Rv0213c-Rv0214","NC_000962.3","255935..256149","20","1.7417246223","0","215","20","20"
"fadD4","NC_000962.3","256064..257677","133","1.542893915","0","1614","133","133"
"Rv0215c","NC_000962.3","complement(257719..258856)","199","3.2741514924","0","1138","199","199"
"Rv0216","NC_000962.3","258913..259926","92","1.6987826938","0","1014","92","92"
"lipW","NC_000962.3","complement(259923..260831)","65","1.3388669745","0","909","65","65"
"Rv0218","NC_000962.3","260924..262252","121","1.7047015068","0","1329","121","121"
"Rv0219","NC_000962.3","262254..262802","31","1.0572490535","0","549","31","31"
"lipC","NC_000962.3","262812..264023","2100","32.4417766905","0","1212","2100","2100"
"Miotto_candidate_952","NC_000962.3","complement(262837..262878)","0","0","0","42","0","0"
"Rv0221","NC_000962.3","264067..265476","586","7.7815562116","0","1410","586","586"
"echA1","NC_000962.3","265507..266295","289","6.8581786697","0","789","289","289"
"Rv0223c","NC_000962.3","complement(266301..267764)","693","8.8629870254","0","1464","693","693"
"Miotto_candidate_28","NC_000962.3","266736..266769","0","0","0","34","0","0"
"IGR56_Rodriguez_Rv0223c-Rv0224c","NC_000962.3","complement(267726..267815)","0","0","0","90","0","0"
"Rv0224c","NC_000962.3","complement(267863..268627)","42","1.0279590418","0","765","42","42"
"Rv0225","NC_000962.3","268663..269817","173","2.8044782393","0","1155","173","173"
"Rv0226c","NC_000962.3","complement(269834..271564)","52","0.5624633529","0","1731","52","52"
"Rv0227c","NC_000962.3","complement(271574..272839)","179","2.647325122","0","1266","179","179"
"Rv0228","NC_000962.3","273055..274278","124","1.8968291843","0","1224","124","124"
"Rv0229c","NC_000962.3","complement(274306..274986)","270","7.423429833","0","681","270","270"
"php","NC_000962.3","complement(274983..275963)","1161","22.1590515597","0","981","1161","1161"
"fadE4","NC_000962.3","276058..277764","105","1.1517115802","0","1707","105","105"
"Rv0232","NC_000962.3","277899..278588","333","9.0361430678","0","690","333","333"
"nrdB","NC_000962.3","278585..279529","613","12.1455342116","0","945","613","613"
"gabD1","NC_000962.3","complement(279605..281140)","844","10.2881949859","0","1536","844","844"
"Rv0235c","NC_000962.3","complement(281166..282614)","86","1.1112659857","0","1449","86","86"
"aftD","NC_000962.3","complement(282649..286851)","550","2.4501420008","0","4203","550","550"
"Rv0236A","NC_000962.3","complement(286898..287071)","68","7.3172453961","0","174","68","68"
"IGR57_Rodriguez_Rv0236A-Rv0237","NC_000962.3","complement(287059..287110)","0","0","0","52","0","0"
"lpqI","NC_000962.3","287186..288352","243","3.8987319149","0","1167","243","243"
"Rv0238","NC_000962.3","288428..289042","704","21.4331251085","0","615","704","704"
"Miotto_candidate_953","NC_000962.3","complement(288963..289002)","0","0","0","40","0","0"
"vapB24","NC_000962.3","289104..289337","698","55.8505585623","0","234","698","698"
"vapC24","NC_000962.3","289345..289782","185","7.9083443896","0","438","185","185"
"htdX","NC_000962.3","complement(289812..290654)","610","13.5484688148","0","843","610","610"
"fabG4","NC_000962.3","complement(290665..292029)","840","11.5221782707","0","1365","840","840"
"IGR58_Rodriguez_Rv0242c-Rv0243","NC_000962.3","complement(292001..292155)","5","0.6039851513","0","155","5","5"
"fadA2","NC_000962.3","292171..293493","6846","96.8868879194","0","1323","6846","6846"
"Miotto_candidate_955","NC_000962.3","complement(292269..292301)","0","0","0","33","0","0"
"Miotto_candidate_956","NC_000962.3","complement(292336..292390)","0","0","0","55","0","0"
"F6","NC_000962.3","293604..293705","24","4.4055387506","0","102","24","24"
"fadE5","NC_000962.3","complement(293798..295633)","477","4.8644490371","0","1836","477","477"
"IGR60_Rodriguez_Rv0244c-Rv0245","NC_000962.3","295966..296031","0","0","0","66","0","0"
"Rv0245","NC_000962.3","296005..296493","544","20.829459287","0","489","544","544"
"IGR61_Rodriguez_Rv0245-Rv0246","NC_000962.3","296666..296847","6","0.6172595502","0","182","6","6"
"Rv0246","NC_000962.3","296809..298119","40","0.5712750477","0","1311","40","40"
"Rv0247c","NC_000962.3","complement(298116..298862)","458","11.4797606131","0","747","458","458"
"Rv0248c","NC_000962.3","complement(298863..300803)","1086","10.4759217431","0","1941","1086","1086"
"Miotto_candidate_30","NC_000962.3","298918..299099","235","24.1759990502","0","182","235","235"
"Miotto_candidate_31","NC_000962.3","299164..299201","0","0","0","38","0","0"
"Miotto_candidate_32","NC_000962.3","299263..299293","0","0","0","31","0","0"
"Miotto_candidate_33","NC_000962.3","299960..300094","1","0.1386928866","0","135","1","1"
"Rv0249c","NC_000962.3","complement(300834..301655)","629","14.3273801277","0","822","629","629"
"Miotto_candidate_34","NC_000962.3","301424..301613","2","0.1970898915","0","190","2","2"
"IGR990_Rodriguez_Rv0249c-Rv0250c","NC_000962.3","complement(301577..301800)","612","51.1553852243","0","224","612","612"
"Rv0250c","NC_000962.3","complement(301735..302028)","2660","169.4034543375","0","294","2660","2660"
"Miotto_candidate_957","NC_000962.3","complement(302034..302109)","1","0.2463623643","0","76","1","1"
"hsp","NC_000962.3","complement(302173..302652)","15129","590.1425666022","0","480","15129","15129"
"Miotto_candidate_958","NC_000962.3","complement(302652..302683)","0","0","0","32","0","0"
"nirB","NC_000962.3","302866..305427","274","2.0024394516","0","2562","274","274"
"nirD","NC_000962.3","305453..305809","23","1.2062784674","0","357","23","23"
"cobU","NC_000962.3","complement(305825..306349)","58","2.0685053372","0","525","58","58"
"cobQ1","NC_000962.3","complement(306374..307858)","441","5.5603239079","0","1485","441","441"
"PPE2","NC_000962.3","complement(307877..309547)","992","11.1153509111","0","1671","992","992"
"Miotto_candidate_35","NC_000962.3","307966..308037","0","0","0","72","0","0"
"Miotto_candidate_36","NC_000962.3","308772..308816","0","0","0","45","0","0"
"Miotto_candidate_37","NC_000962.3","308938..309021","0","0","0","84","0","0"
"Rv0257","NC_000962.3","309699..310073","187","9.3368051254","0","375","187","187"
"Miotto_candidate_959","NC_000962.3","complement(309893..309930)","0","0","0","38","0","0"
"Rv0258c","NC_000962.3","complement(310294..310749)","175","7.18556896","0","456","175","175"
"Rv0259c","NC_000962.3","complement(310774..311517)","91","2.2901103653","0","744","91","91"
"Rv0260c","NC_000962.3","complement(311514..312659)","4","0.0653526691","0","1146","4","4"
"narK3","NC_000962.3","complement(312759..314168)","52","0.6905135205","0","1410","52","52"
"aac","NC_000962.3","complement(314309..314854)","713","24.4503366281","0","546","713","713"
"Rv0263c","NC_000962.3","complement(314864..315766)","610","12.6482383288","0","903","610","610"
"Rv0264c","NC_000962.3","complement(315783..316415)","191","5.6495988638","0","633","191","191"
"fecB2","NC_000962.3","complement(316511..317503)","207","3.9030943765","0","993","207","207"
"oplA","NC_000962.3","complement(317525..321154)","575","2.9658499509","0","3630","575","575"
"IGR63_Rodriguez_Rv0266c-Rv0267","NC_000962.3","complement(321126..321329)","20","1.8356411461","0","204","20","20"
"narU","NC_000962.3","321331..322722","10","0.1345081874","0","1392","10","10"
"Rv0268c","NC_000962.3","complement(322764..323273)","322","11.8215289807","0","510","322","322"
"Miotto_candidate_38","NC_000962.3","322998..323104","0","0","0","107","0","0"
"Miotto_candidate_39","NC_000962.3","323215..323282","0","0","0","68","0","0"
"Rv0269c","NC_000962.3","complement(323338..324531)","263","4.1241967659","0","1194","263","263"
"fadD2","NC_000962.3","324567..326249","11448","127.3601202439","0","1683","11448","11448"
"Miotto_candidate_960","NC_000962.3","complement(326118..326149)","0","0","0","32","0","0"
"fadE6","NC_000962.3","complement(326266..328461)","932","7.9464203056","0","2196","932","932"
"Rv0272c","NC_000962.3","complement(328575..329708)","529","8.7343496437","0","1134","529","529"
"Miotto_candidate_40","NC_000962.3","329127..329161","0","0","0","35","0","0"
"Rv0273c","NC_000962.3","complement(329705..330325)","166","5.0050041683","0","621","166","166"
"Rv0274","NC_000962.3","330422..331003","404","12.9970962796","0","582","404","404"
"Miotto_candidate_961","NC_000962.3","complement(330428..330531)","0","0","0","104","0","0"
"Rv0275c","NC_000962.3","complement(330933..331658)","2221","57.2795890514","0","726","2221","2221"
"Miotto_candidate_41","NC_000962.3","331647..331696","0","0","0","50","0","0"
"Miotto_candidate_962","NC_000962.3","complement(331658..331690)","0","0","0","33","0","0"
"Rv0276","NC_000962.3","331748..332668","7232","147.0234951549","0","921","7232","7232"
"Miotto_candidate_963","NC_000962.3","complement(332363..332401)","0","0","0","39","0","0"
"vapC25","NC_000962.3","complement(332708..333136)","984","42.9463008273","0","429","984","984"
"IGR64_Rodriguez_Rv0277c-Rv0278c","NC_000962.3","complement(333129..333184)","0","0","0","56","0","0"
"vapB25","NC_000962.3","complement(333160..333417)","2071","150.2963205343","0","258","2071","2071"
"IGR65_Rodriguez_Rv0277c-Rv0278c","NC_000962.3","333196..333408","57","5.0105247058","0","213","57","57"
"Rv0278c","NC_000962.3","complement(333437..336310)","391","2.5472874108","0","2874","391","391"
"PE_PGRS4","NC_000962.3","complement(336560..339073)","1013","7.5445289204","0","2514","1013","1013"
"PPE3","NC_000962.3","339364..340974","1749","20.3274183226","0","1611","1657","1749"
"Miotto_candidate_966","NC_000962.3","complement(340105..340182)","0","0","0","78","0","0"
"IGR66_Rodriguez_Rv0280-Rv0281","NC_000962.3","340717..341275","721","24.1496817825","0","559","495","721"
"Rv0281","NC_000962.3","340998..341906","845","17.4052706689","0","909","701","845"
"IGR67_Rodriguez_Rv0281-Rv0282","NC_000962.3","complement(341872..341952)","6","1.3869288659","0","81","6","6"
"IGR68_Rodriguez_Rv0281-Rv0282","NC_000962.3","341991..342251","3484","249.9341466657","0","261","3391","3484"
"eccA3","NC_000962.3","342130..344025","5536","54.6695758035","0","1896","5522","5536"
"Miotto_candidate_968","NC_000962.3","complement(342222..342259)","0","0","0","38","0","0"
"eccB3","NC_000962.3","344022..345638","6155","71.26987433","0","1617","6155","6155"
"eccC3","NC_000962.3","345635..349627","9807","45.9859137839","0","3993","9807","9807"
"Miotto_candidate_969","NC_000962.3","complement(345731..345764)","0","0","0","34","0","0"
"Miotto_candidate_970","NC_000962.3","complement(345820..345941)","0","0","0","122","0","0"
"Miotto_candidate_971","NC_000962.3","complement(347408..347481)","0","0","0","74","0","0"
"Miotto_candidate_972","NC_000962.3","complement(348129..348165)","0","0","0","37","0","0"
"Miotto_candidate_973","NC_000962.3","complement(348400..348483)","0","0","0","84","0","0"
"PE5","NC_000962.3","349624..349932","1027","62.2300170277","0","309","1027","1027"
"PPE4","NC_000962.3","349935..351476","3457","41.9761846356","0","1542","3457","3457"
"Miotto_candidate_974","NC_000962.3","complement(350509..350645)","1","0.1366681729","0","137","1","1"
"esxG","NC_000962.3","351525..351818","1760","112.086496103","0","294","1760","1760"
"esxH","NC_000962.3","351848..352138","3773","242.7625953613","0","291","3773","3773"
"espG3","NC_000962.3","352149..353036","21557","454.530794027","0","888","21557","21557"
"Miotto_candidate_975","NC_000962.3","complement(352874..352919)","0","0","0","46","0","0"
"IGR69_Rodriguez_Rv0289-Rv0290","NC_000962.3","352948..353160","598","52.5665574394","0","213","598","598"
"Miotto_candidate_976","NC_000962.3","complement(353000..353066)","0","0","0","67","0","0"
"eccD3","NC_000962.3","353083..354501","9290","122.5804677375","0","1419","9290","9290"
"mycP3","NC_000962.3","354498..355883","7116","96.1303812652","0","1386","7116","7116"
"eccE3","NC_000962.3","355880..356875","2607","49.0083011764","0","996","2607","2607"
"Rv0293c","NC_000962.3","complement(356862..358064)","2211","34.4120916496","0","1203","2211","2211"
"Miotto_candidate_45","NC_000962.3","357611..357662","0","0","0","52","0","0"
"tam","NC_000962.3","358171..358956","24","0.5717111356","0","786","24","24"
"Rv0295c","NC_000962.3","complement(358945..359748)","300","6.9863954067","0","804","300","300"
"atsG","NC_000962.3","complement(359758..361155)","89","1.1919850017","0","1398","89","89"
"PE_PGRS5","NC_000962.3","361334..363109","6159","64.9314644991","0","1776","6159","6159"
"Rv0298","NC_000962.3","363252..363479","836","68.6529788631","0","228","836","836"
"Miotto_candidate_977","NC_000962.3","complement(363331..363373)","0","0","0","43","0","0"
"Rv0299","NC_000962.3","363476..363778","686","42.3905882089","0","303","686","686"
"vapB2","NC_000962.3","363826..364047","727","61.3153754711","0","222","727","727"
"vapC2","NC_000962.3","364044..364469","483","21.2288020428","0","426","483","483"
"Rv0302","NC_000962.3","364605..365237","316","9.3469803191","0","633","316","316"
"Rv0303","NC_000962.3","365234..366142","261","5.3760658516","0","909","261","261"
"PPE5","NC_000962.3","complement(366150..372764)","142","0.4019263244","0","6615","142","142"
"PPE6","NC_000962.3","complement(372820..375711)","524","3.3925085745","0","2892","524","524"
"Miotto_candidate_46","NC_000962.3","373109..373150","0","0","0","42","0","0"
"Rv0306","NC_000962.3","375914..376585","30","0.8358723076","0","672","30","30"
"Rv0307c","NC_000962.3","complement(376573..377055)","303","11.7458230353","0","483","303","303"
"Rv0308","NC_000962.3","377113..377829","399","10.4193756434","0","717","399","399"
"Miotto_candidate_978","NC_000962.3","complement(377362..377410)","0","0","0","49","0","0"
"Miotto_candidate_979","NC_000962.3","complement(377793..377852)","0","0","0","60","0","0"
"IGR70_Rodriguez_Rv0308-Rv0309","NC_000962.3","377832..377883","0","0","0","52","0","0"
"Rv0309","NC_000962.3","377931..378587","772","22.0008715991","0","657","772","772"
"Rv0310c","NC_000962.3","complement(378657..379148)","22","0.8372314496","0","492","22","22"
"Rv0311","NC_000962.3","379172..380401","516","7.8547532358","0","1230","516","516"
"IGR71_Rodriguez_Rv0311-Rv0312","NC_000962.3","380358..380451","27","5.378037996","0","94","27","27"
"Rv0312","NC_000962.3","380556..382418","188","1.8894393246","0","1863","188","188"
"IGR72_Rodriguez_Rv0312-Rv0313","NC_000962.3","382330..382592","28","1.9933806514","0","263","28","28"
