id	dN	dS	id_symbol
MRA_3481	0.2222	1.348	MRA_3481
MRA_1903	0.0696	1.2491	MRA_1903
MRA_1395	0.1269	0.4787	MRA_1395
MRA_3456	0.0475	0.7306	whiB3
MRA_1909A	0.0734	1.3259	MRA_1909A
MRA_0435	0.0265	0.6211	MRA_0435
MRA_1872	0.2723	93.4036	MRA_1872
MRA_0708	0.004	0.6601	rpsJ
MRA_0803	0.1831	1.2495	MRA_0803
MRA_3242	0.0898	1.2528	MRA_3242
MRA_3261	0.1423	1.1392	MRA_3261
MRA_2926	0.0046	1.2541	MRA_2926
MRA_1339	0.0565	0.8911	clpS
MRA_0031	0.0546	0.8688	MRA_0031
MRA_3485	0.0969	1.1834	esxT
MRA_0824	0.0359	1.0899	sseC1-1
MRA_3150	0.0359	1.0899	sseC1-2
MRA_3798	0.1634	1.376	MRA_3798
MRA_0550	0.1416	1.1399	MRA_0550
MRA_3913	0.4879	5.959	esxB
MRA_2727	0.0045	0.8988	MRA_2727
MRA_3458	0.0201	0.2168	groES
MRA_0711	0.0326	0.8747	rplW
MRA_2458	0.3544	0.582	MRA_2458
MRA_2863	0.0881	0.4207	MRA_2863
MRA_1818	0.3098	1.6108	MRA_1818
MRA_3042	0.0527	1.3287	gatC
MRA_3188	0.0213	0.5786	nuoK
MRA_2122	0.06	0.0521	MRA_2122
MRA_0975	0.1662	6.0196	MRA_0975
MRA_1255	0.4803	74.4479	MRA_1255
MRA_2132	0.0495	0.8866	MRA_2132
MRA_0296	0.0919	1.2112	MRA_0296
MRA_0515A	0.1583	1.3344	MRA_0515A
MRA_0259	0.1259	1.078	MRA_0259
MRA_0469	0.2584	2.5067	MRA_0469
MRA_3395	0.0737	1.2323	MRA_3395
MRA_3050	0.1763	1.6462	esxR
MRA_0297	0.1445	6.2312	esxH
MRA_0198	0.0843	1.3335	MRA_0198
MRA_2161	0.0444	0.4733	MRA_2161
MRA_0056	0.0263	0.9842	rpsF
MRA_3929	0.4108	3.0695	esxC
MRA_1170	0.0992	0.8074	MRA_1170
MRA_0889	0.1302	1.3482	MRA_0889
MRA_1806	0.0237	3.9102	esxN
MRA_2137	0.0421	1.0905	hisE
MRA_2660	0.1964	1.4988	MRA_2660
MRA_1255A	0.4307	17.3357	MRA_1255A
MRA_2948	0.0884	2.0379	acyP
MRA_0013	0.0421	0.9955	MRA_0013
MRA_1343	0.0418	1.5941	cfp10a
MRA_3310	0.0899	4.2325	MRA_3310
MRA_0713	0.0174	0.9657	rpsS
MRA_3233	0.0926	1.0885	whiB7
MRA_0551	0.2151	1.4839	MRA_0551
MRA_0875	0.1995	1.5239	moaD2
MRA_0429A	0.1108	1.4519	MRA_0429A
MRA_0886	0.1366	0.587	MRA_0886
MRA_3247	0.1014	0.4038	MRA_3247
MRA_1782	0.1193	1.8689	MRA_1782
MRA_2809	0.0262	0.9429	rpsO
MRA_1093	0.1525	0.6738	MRA_1093
MRA_0576	0.1413	1.6758	MRA_0576
MRA_0483	0.0736	0.7838	MRA_0483
MRA_1994	0.122	0.9638	MRA_1994
MRA_2467	0.0279	1.0503	rpmA
MRA_0635	0.5949	6.2831	MRA_0635
MRA_2437	0.0425	0.8316	rpsT
MRA_2362	0.101	0.7101	MRA_2362
MRA_1118	0.1404	1.1664	xseB
MRA_0058	0.0341	1.1915	rpsR1
MRA_3235	0.1013	1.1069	MRA_3235
MRA_2692	0.0872	3.7709	MRA_2692
MRA_3258	0.021	0.5756	whiB1
MRA_0644	0.1917	81.7678	MRA_0644
MRA_1004	0.1013	2.6595	MRA_1004
MRA_2109	0.1156	0.4796	tatA
MRA_2206	0.1604	0.5972	MRA_2206
MRA_2736	0.0159	1.1732	MRA_2736
MRA_1313	0.0351	0.7225	atpE
MRA_2933	0.0125	0.7832	MRA_2933
MRA_2025	0.0766	0.9381	MRA_2025
MRA_1306	0.0337	0.752	rpmE
MRA_3085	0.0327	0.9472	nrdH
MRA_0797	0.0538	0.5895	purS
MRA_0466	0.1152	1.2133	MRA_0466
MRA_0104	0.1515	0.8722	MRA_0104
MRA_0508	0.0172	0.421	MRA_0508
MRA_0717	0.0551	0.4485	rpmC
MRA_2076	0.2623	4.5787	MRA_2076
MRA_1997	0.0934	0.5966	MRA_1997
MRA_2547	0.2019	5.8106	MRA_2547
MRA_1694A	0.1146	1.1357	MRA_1694A
MRA_2519	0.1066	1.7025	MRA_2519
MRA_3503	0.0004	0.4109	infA
MRA_1904	0.103	97.3578	MRA_1904
MRA_3260	0.0393	0.4726	MRA_3260
MRA_2410	0.0974	1.7997	MRA_2410
MRA_3240	0.2511	9.7623	MRA_3240
MRA_2765	0.0714	0.5596	MRA_2765
MRA_0422	0.112	1.208	thiS
MRA_0772	0.0888	1.1323	MRA_0772
MRA_2425	0.2133	1.2288	MRA_2425
MRA_3683	0.0123	0.2068	cspA
MRA_2142	0.0912	1.049	MRA_2142
MRA_1800	0.0842	1.2092	MRA_1800
MRA_0730	0.0566	0.9205	rpmD
MRA_2126	0.0203	0.9523	MRA_2126
MRA_1653	0.026	0.5951	rpmI
MRA_3004	0.0251	0.7629	rpmB3
MRA_3543	0.0712	1.7536	fdxD
MRA_1483	0.0923	1.5813	MRA_1483
MRA_0725	0.0285	0.616	rpsN1
MRA_3291	0.0605	1.0501	rubB
MRA_0820	0.0703	0.4103	MRA_0820
MRA_1702A	0.0956	0.6943	MRA_1702A
MRA_0986	0.1007	1.3851	rpmF
MRA_0645	0.0214	0.6696	rpmG2
MRA_0907	0.2466	0.9399	MRA_0907
