Rv	gene	len	strand	H37Rv_1B_1	H37Rv_1B_2	H37Rv_1B_3	H37Rv_2G1B_1	H37Rv_2G1B_2	H37Rv_2G1B_3	H37Rv_4G_1	H37Rv_4G_2	H37Rv_4G_3	H37Rv_HiFe_1	H37Rv_HiFe_2	H37Rv_HiFe_3	H37Rv_LoFe_1D_1	H37Rv_LoFe_1D_2	H37Rv_LoFe_1D_3	H37Rv_LoFe_1W_1	H37Rv_LoFe_1W_2	H37Rv_LoFe_1W_3	H37Rv_TOL_1	H37Rv_TOL_2	H37Rv_TOL_LpH_1	H37Rv_TOL_LpH_2	W_1	W_2	W_3	W_D516V_1	W_D516V_2	W_D516V_3	W_H526D_1	W_H526R_1	W_H526R_2	W_H526R_3	W_S531L_1	W_S531L_2	W_S531L_3
Rv0085	hycP	663	+	37.2	28.7	29.6	35.9	43.5	39.7	55.3	26.5	48.1	61.3	52.3	74.6	28.9	18.5	23.8	59.2	69.8	112.0	22.1	22.3	12.8	9.1	28.8	35.9	26.7	17.3	31.2	27.1	36.7	25.0	24.0	25.7	36.9	42.4	38.1
Rv0086	hycQ	1467	+	62.3	55.4	48.4	68.8	69.9	68.2	79.6	49.3	74.8	86.0	73.6	103.0	50.6	38.8	39.8	59.4	72.1	100.5	47.6	48.6	22.3	22.1	43.8	52.3	56.7	34.8	46.3	42.7	55.3	40.7	44.5	37.4	58.4	61.0	55.7
Rv0087	hycE	1479	+	34.6	35.6	29.9	36.8	39.0	34.4	38.7	25.1	43.7	57.0	44.2	57.2	24.3	19.2	21.9	39.1	55.2	63.6	33.8	34.5	15.1	12.6	37.6	36.7	33.2	35.4	24.8	29.6	30.6	26.6	34.1	26.3	37.1	33.9	33.7
Rv0088	-	675	+	112.2	153.9	111.1	69.3	89.9	79.9	85.3	73.4	96.5	114.7	120.2	132.8	36.9	47.1	27.4	52.4	55.9	71.9	108.1	110.2	85.4	72.3	126.9	108.8	115.0	128.5	114.2	133.1	75.6	87.3	120.5	94.1	117.5	116.4	120.6
Rv0089	-	594	+	59.8	65.8	60.9	48.6	44.3	55.1	44.2	35.9	38.1	74.7	74.4	93.8	48.1	33.7	15.9	29.8	31.2	44.7	66.1	62.6	59.3	64.4	56.1	56.0	51.9	50.3	56.2	53.3	44.9	42.4	60.9	52.5	48.1	59.1	57.6
Rv0090	-	771	+	10.1	7.6	7.6	8.9	6.1	6.5	5.4	4.1	4.0	8.7	10.0	9.5	10.1	4.7	2.0	5.0	6.7	4.5	4.4	8.1	9.6	7.8	7.3	8.7	5.5	8.7	6.5	7.1	5.9	6.4	8.0	8.0	7.9	7.6	6.8
Rv0091	mtn	768	+	11.8	25.1	15.2	27.0	28.2	17.0	11.5	15.5	16.3	34.5	33.9	25.6	10.8	18.0	10.1	22.9	18.5	21.6	41.6	36.5	18.2	7.1	16.8	24.1	24.4	16.8	13.3	19.6	18.4	15.8	14.7	8.9	21.2	20.0	23.5
Rv0092	ctpA	2286	+	45.2	55.5	46.6	49.4	58.0	60.3	27.1	29.0	26.4	54.4	59.4	58.6	49.9	48.0	40.6	58.1	61.7	57.3	43.0	47.0	27.3	28.0	37.8	37.2	42.9	30.5	33.6	38.4	49.4	22.3	29.4	24.9	41.9	45.8	39.5
Rv0093c	-	849	-	25.8	26.6	30.8	24.3	34.2	34.7	28.1	31.8	31.8	48.9	41.8	51.7	32.4	35.9	39.6	55.3	60.8	62.9	31.5	38.6	42.2	33.6	20.2	30.0	21.2	27.6	26.3	29.9	40.6	24.8	28.7	25.4	35.5	24.7	25.3
Rv0094c	-	954	-	80.5	152.4	120.7	26.1	29.5	31.3	53.4	43.8	40.3	31.1	29.7	29.0	22.5	29.2	31.7	28.9	33.3	21.2	28.4	25.4	40.0	38.3	52.4	54.1	44.7	38.6	40.6	34.3	39.2	34.6	30.1	39.5	52.6	48.1	45.6
Rv0095c	-	411	-	7.6	10.8	7.0	5.7	3.5	7.7	6.9	8.3	5.9	11.0	7.1	9.8	6.1	14.2	10.8	12.1	8.1	9.4	8.6	11.0	14.0	8.3	19.3	12.8	14.2	18.9	15.8	12.6	13.5	8.4	7.3	9.0	20.2	17.2	20.4
Rv0096	PPE1	1392	+	11.4	13.6	11.8	7.8	5.3	8.1	4.1	2.7	6.9	20.3	23.4	16.9	5.2	3.7	6.5	5.9	5.0	10.4	8.3	12.1	6.7	5.3	10.0	11.1	7.3	7.7	6.7	7.2	7.3	14.5	10.3	8.9	6.5	5.2	7.8
Rv0097	-	870	+	33.1	31.1	29.5	21.1	12.3	30.1	13.4	20.4	22.2	53.1	55.8	30.0	26.3	19.5	20.9	20.0	23.7	19.0	31.4	36.7	21.5	17.7	39.0	31.2	34.0	30.0	25.3	30.9	30.2	41.7	30.8	37.4	29.7	31.2	35.6
Rv0098	-	552	+	16.6	26.6	31.4	19.8	18.0	22.9	8.7	13.4	13.2	52.3	54.4	45.6	22.0	17.6	19.6	14.6	18.2	11.7	32.1	25.7	16.1	23.1	40.3	20.0	33.0	31.9	15.2	23.3	16.7	28.4	34.4	34.4	28.9	24.1	33.7
Rv0099	fadD10	1623	+	18.3	28.2	24.4	28.4	18.6	27.5	7.6	17.6	23.2	62.7	69.7	70.7	14.9	16.6	15.6	19.3	19.0	16.0	40.2	37.5	18.0	13.8	37.9	34.0	26.6	23.4	22.7	24.8	25.2	27.9	31.9	26.4	27.7	37.0	34.1
Rv0100	-	237	+	15.5	10.1	7.5	12.3	15.4	16.7	7.3	8.7	10.4	39.6	50.1	33.6	0.1	8.4	6.2	9.3	3.4	6.9	25.8	23.4	5.9	3.3	18.2	15.6	15.4	17.7	15.5	16.3	12.1	18.5	14.0	16.1	10.1	15.9	19.2
Rv0101	nrp	7539	+	19.2	17.4	15.4	22.2	23.3	26.1	12.8	15.8	18.1	68.5	71.6	69.2	21.1	16.3	19.4	9.6	10.7	9.0	24.4	25.3	6.6	6.1	26.2	27.2	27.1	22.7	23.2	23.8	29.5	21.3	22.8	23.4	25.9	27.1	24.8
Rv0102	-	1986	+	129.7	143.9	133.7	111.2	122.9	134.9	84.4	73.5	92.7	122.4	131.6	121.1	100.5	76.1	94.3	51.0	50.7	45.7	108.5	112.8	83.7	60.8	68.1	69.2	74.8	65.2	68.5	69.1	79.7	53.1	75.8	58.2	63.5	55.7	64.0
Rv0103c	ctpB	2259	-	99.7	84.3	82.4	102.9	107.1	109.4	118.8	121.9	107.5	156.5	169.0	147.4	74.2	97.9	87.6	101.6	106.4	96.3	133.9	139.0	100.9	100.8	102.2	99.3	113.5	94.9	94.6	88.6	92.6	92.0	68.3	82.2	113.2	102.0	107.8
Rv0104	-	1515	+	34.0	27.7	25.5	16.9	13.6	12.1	33.9	31.1	35.5	20.5	21.3	19.7	6.4	4.9	4.1	3.4	5.4	6.5	9.9	9.4	52.2	46.7	10.9	9.9	9.1	19.1	19.4	19.2	14.3	10.3	8.3	10.1	7.8	7.0	8.2
Rv0105c	rpmB	285	-	0.0	0.0	0.0	0.8	0.0	0.0	1.6	0.6	1.0	4.3	3.0	4.5	1.3	0.4	0.4	0.0	0.4	0.9	0.4	1.4	2.1	0.9	0.7	0.0	0.8	0.7	0.0	0.4	0.0	0.7	0.0	0.9	0.4	1.6	1.1
Rv0106	-	1197	+	6.2	6.6	6.0	6.6	8.8	6.3	6.5	3.8	4.6	50.1	61.4	62.0	25.8	17.3	13.0	31.0	40.7	45.4	8.9	10.6	8.9	8.2	4.7	8.0	7.7	11.9	13.0	9.7	6.1	5.9	6.2	6.0	9.5	8.6	6.2
Rv0107c	ctpI	4899	-	127.0	78.4	110.8	170.9	175.1	170.9	254.7	253.0	211.9	171.1	165.6	201.7	259.6	260.1	284.8	101.9	92.5	85.2	91.3	91.0	144.3	142.8	78.6	84.7	97.8	134.8	146.9	149.0	108.4	138.3	92.3	138.9	101.2	92.4	87.8
Rv0108c	-	210	-	2711.2	2332.8	2244.5	1864.0	1544.4	1344.1	2832.6	3511.6	3083.1	1623.0	1392.1	1569.1	2028.5	2467.7	1897.9	1070.6	929.5	1211.5	1830.3	1855.0	3408.3	3417.7	1081.9	1040.1	1365.9	1961.6	1692.0	2033.6	1417.8	2843.1	1557.0	1976.9	1055.9	822.8	1056.4
Rv0109	PE_PGRS1	1491	+	27.5	23.4	20.6	21.1	20.2	17.6	15.7	17.3	21.2	28.2	25.1	30.5	34.2	28.1	29.4	16.6	16.2	17.4	17.8	15.4	16.4	17.4	16.5	22.6	25.2	24.2	31.8	30.6	32.5	14.9	23.6	17.5	30.3	30.5	18.4
Rv0110	-	750	+	42.8	51.7	36.0	43.6	41.6	40.0	33.9	31.9	31.9	57.5	53.5	46.5	40.6	34.7	39.0	27.9	37.2	29.2	58.9	56.2	20.9	16.6	54.6	51.8	45.7	60.1	58.9	60.4	58.6	51.8	68.3	54.8	49.2	55.2	51.0
Rv0111	-	2058	+	28.4	28.0	25.0	51.5	55.2	41.7	30.5	36.2	32.1	71.4	73.7	73.3	30.4	23.4	17.8	9.0	13.8	10.0	57.8	57.2	12.1	10.1	157.3	160.5	165.1	134.3	155.2	150.7	154.2	119.1	151.2	123.3	195.3	195.4	184.1
Rv0112	gca	957	+	98.4	81.8	94.3	203.0	141.9	123.0	60.8	56.6	58.7	120.7	108.3	81.4	127.5	132.4	73.3	38.0	38.3	46.8	143.3	137.2	50.0	61.6	53.0	56.6	60.8	39.2	34.6	34.9	39.4	33.7	47.8	37.0	57.0	37.7	59.7
Rv0113	gmhA	591	+	139.9	109.2	125.9	233.1	206.7	171.0	77.7	74.9	76.9	135.0	141.0	140.0	128.1	151.8	79.7	49.3	52.4	57.6	200.0	181.6	74.7	57.3	73.0	73.0	60.7	60.9	52.5	53.8	53.1	52.1	61.4	56.6	79.7	71.9	67.5
Rv0114	gmhB	573	+	71.8	62.4	70.6	115.2	109.2	97.5	44.4	40.3	41.1	69.4	69.6	64.8	62.6	83.2	50.9	30.6	26.7	28.9	97.4	91.3	39.3	33.7	42.0	39.2	36.1	26.8	33.7	29.8	30.7	25.7	39.6	26.9	47.0	27.4	44.1
Rv0115	hddA	1161	+	37.4	34.5	38.7	64.6	77.1	71.2	28.5	24.4	27.5	45.3	45.8	50.7	48.9	48.0	38.5	24.0	27.5	25.7	56.5	53.4	22.7	18.6	22.2	22.3	19.0	12.2	14.8	13.2	25.4	10.7	16.5	13.1	21.1	21.8	22.6
Rv0116c	-	756	-	133.3	131.0	109.7	69.9	62.8	67.7	114.8	134.2	132.2	52.5	46.1	47.2	73.5	104.4	94.1	329.7	288.3	306.8	71.3	74.6	253.9	227.3	57.4	57.4	60.0	79.4	65.8	68.2	62.6	91.4	45.0	72.5	57.5	54.4	61.9
Rv0117	oxyS	945	+	32.5	40.9	23.2	15.6	15.3	17.5	15.6	21.4	15.9	14.1	18.0	17.6	18.5	17.1	15.2	17.9	22.0	24.5	16.4	16.6	36.3	24.6	11.4	11.9	12.2	19.4	19.0	17.4	12.6	12.6	17.4	14.0	13.7	7.9	12.1
Rv0118c	oxcA	1749	-	189.8	134.1	159.7	67.9	65.5	59.0	136.9	136.5	101.3	79.0	80.2	74.9	125.0	156.9	164.9	176.2	178.6	140.8	38.2	44.2	74.7	60.5	7.8	8.5	11.4	16.7	16.3	15.8	12.6	18.5	10.8	20.3	11.2	8.0	10.3
Rv0119	fadD7	1578	+	45.2	28.0	38.4	34.8	27.9	28.8	27.8	31.7	24.2	62.8	63.8	69.7	79.9	82.4	51.2	77.2	64.3	66.6	23.8	30.3	17.5	11.7	9.3	8.5	8.9	6.3	8.1	6.1	8.6	9.8	8.4	9.1	10.6	8.8	8.2
Rv0120c	fusA2	2145	-	212.9	182.6	179.9	78.4	77.0	73.1	147.8	157.9	143.9	67.7	65.2	64.3	71.0	65.9	74.7	35.4	39.9	37.9	49.5	57.0	300.1	316.8	36.8	40.9	48.4	85.5	87.5	87.9	71.3	97.4	59.1	103.5	51.2	45.6	45.2
Rv0121c	-	435	-	62.6	67.6	55.7	43.5	43.8	60.5	37.9	54.6	56.5	40.2	49.2	35.6	26.5	26.3	23.2	33.7	42.8	45.4	58.6	54.4	80.6	91.6	63.7	57.5	54.4	57.9	71.8	58.9	62.0	68.7	59.2	70.7	46.9	45.6	49.9
Rv0122	-	369	+	14.7	31.0	32.0	10.2	6.3	7.4	4.0	7.7	9.5	7.3	5.3	6.2	10.1	9.3	4.3	16.5	23.3	26.0	16.0	14.3	25.8	17.4	9.3	13.3	10.8	11.1	10.9	17.5	13.3	19.3	29.0	19.4	11.8	11.2	5.3
Rv0123	-	369	+	27.0	31.1	35.8	15.6	12.8	13.5	13.0	11.8	11.4	14.9	10.8	8.4	23.5	11.7	8.1	24.4	27.2	38.6	25.9	27.1	33.1	31.6	15.6	15.2	17.1	20.0	23.6	28.1	12.4	28.4	41.2	30.5	21.2	15.6	14.6
Rv0124	PE_PGRS2	1464	+	7.2	7.6	7.5	5.6	6.5	7.7	5.3	4.2	5.4	8.3	7.6	7.4	5.2	6.9	5.7	9.6	8.2	6.3	4.1	3.1	4.5	6.6	4.2	3.9	4.5	4.1	6.5	5.9	7.8	3.1	8.3	4.6	7.7	5.1	5.7
Rv0125	pepA	1068	+	210.2	187.8	190.0	264.8	265.3	264.7	136.4	122.6	155.0	273.6	275.0	265.9	281.3	232.0	206.7	287.3	249.2	295.2	226.5	249.8	134.9	127.1	154.5	178.0	198.5	151.5	165.7	182.3	163.5	150.9	172.5	155.7	246.7	205.1	193.3
Rv0126	treS	1806	+	88.0	98.7	106.7	133.4	126.4	131.8	61.7	55.7	62.0	148.1	162.0	131.6	122.5	126.8	103.6	110.6	102.7	99.8	140.3	152.3	94.1	86.9	143.0	148.5	148.3	116.1	111.5	107.0	124.5	94.3	131.9	99.0	147.3	128.9	140.6
Rv0127	-	1368	+	72.6	63.1	71.3	118.8	122.8	135.1	64.8	67.0	55.9	140.0	138.5	127.5	105.2	100.7	92.3	80.6	77.8	77.8	113.9	113.9	58.2	62.0	107.2	113.7	111.3	96.0	90.3	90.6	117.6	84.4	102.5	76.9	117.4	119.3	128.5
Rv0128	-	780	+	53.7	60.4	44.4	73.8	69.2	64.6	49.8	52.1	50.7	91.5	85.6	87.6	40.1	58.7	27.1	39.5	30.7	30.4	84.3	83.6	54.3	54.0	62.1	58.2	57.7	41.6	39.5	52.0	46.9	39.8	54.0	34.0	48.7	54.3	62.4
Rv0129c	fbpC	1023	-	497.7	432.8	381.9	506.1	485.8	416.5	314.5	401.7	349.4	511.3	570.7	475.9	210.9	197.6	190.6	73.7	83.3	164.3	902.1	941.1	341.7	342.3	653.2	616.8	750.9	583.1	591.8	646.8	532.6	700.8	616.1	652.2	625.2	457.5	592.5
Rv0130	-	456	+	22.4	24.1	20.8	25.3	25.8	12.7	13.9	20.7	18.8	35.4	37.1	29.2	6.0	17.1	9.1	11.0	12.6	13.5	38.3	43.3	27.5	12.2	26.8	24.5	27.4	22.7	19.3	26.7	26.4	25.4	33.2	22.4	39.0	31.1	29.8
Rv0131c	fadE1	1344	-	60.3	37.2	34.2	36.2	31.2	31.2	49.2	55.9	50.6	45.7	37.9	37.3	35.3	35.8	27.4	41.8	41.3	50.3	36.9	43.8	77.2	73.3	32.9	30.0	37.1	34.4	38.5	43.4	31.7	44.3	27.7	35.7	37.2	33.3	32.7
Rv0132c	fgd2	1083	-	36.0	33.3	23.9	20.0	18.4	21.1	27.2	22.8	24.4	21.2	22.8	20.5	30.2	34.9	34.1	58.0	65.2	71.3	16.9	21.6	53.3	42.3	15.8	20.3	19.0	24.9	18.5	21.7	31.9	43.8	26.4	38.8	17.2	20.2	19.8
Rv0133	-	606	+	164.7	119.6	121.6	176.0	186.8	176.0	101.8	105.8	102.6	205.1	193.9	244.5	206.6	189.3	236.9	153.0	178.5	163.7	209.8	224.7	88.5	69.4	154.2	198.8	196.8	189.3	202.9	228.0	256.0	170.2	210.7	172.4	186.4	208.1	162.7
Rv0134	ephF	903	+	123.6	130.3	101.8	151.6	164.4	158.2	95.5	82.5	84.6	222.1	227.4	221.0	135.9	167.4	182.3	166.3	170.1	175.5	185.4	191.9	52.7	72.9	153.2	173.8	171.9	138.9	141.2	149.3	205.7	88.6	131.5	109.0	184.1	206.8	187.0
Rv0135c	-	606	-	213.3	381.3	327.7	165.2	180.5	167.9	221.6	194.7	179.3	220.9	227.3	261.7	483.1	454.6	462.4	498.9	531.6	429.2	198.8	209.7	174.4	210.8	179.3	195.0	180.8	193.0	180.7	197.1	170.1	231.5	129.6	196.6	191.9	184.4	194.4
Rv0136	cyp138	1326	+	120.0	254.1	162.1	27.9	27.8	29.5	75.7	58.7	62.0	27.2	34.4	27.5	158.7	157.3	168.1	243.0	233.3	187.9	22.7	21.8	26.2	24.7	16.2	16.9	19.1	23.7	24.3	20.9	22.7	31.9	28.5	34.9	14.8	13.7	12.5
Rv0137c	msrA	549	-	246.5	254.9	216.1	151.7	113.9	126.6	202.1	240.2	198.1	126.8	123.0	106.0	150.9	182.8	208.9	275.2	228.5	223.9	181.4	223.7	378.0	428.6	186.1	185.0	187.0	193.2	197.8	193.3	186.2	197.5	156.6	156.2	158.8	141.7	178.5
Rv0138	-	504	+	69.5	79.2	71.5	72.9	57.5	58.6	57.9	55.2	50.2	84.2	105.3	81.3	86.4	68.1	67.8	45.6	44.9	29.1	84.1	95.4	52.0	40.2	78.0	70.1	79.6	76.9	74.3	86.4	72.6	119.3	133.3	118.9	62.0	74.9	52.3
Rv0139	-	1023	+	99.4	101.4	99.5	90.1	96.4	94.1	84.9	73.1	78.7	115.3	115.3	116.5	75.1	63.7	71.3	32.3	33.5	27.5	107.6	116.8	41.8	29.0	85.4	81.4	86.9	104.7	106.4	112.4	107.7	116.0	146.7	131.4	88.3	86.3	75.1
Rv0140	-	381	+	329.3	574.1	432.9	83.9	93.2	97.3	69.4	71.1	72.0	101.4	121.2	102.3	79.5	74.6	76.4	77.2	81.7	105.6	106.9	106.0	83.3	82.2	100.0	109.5	99.5	131.3	145.8	116.7	110.7	109.7	160.3	148.4	84.3	102.4	101.2
Rv0141c	-	411	-	210.3	209.9	184.1	136.6	100.8	106.3	218.5	242.7	213.5	158.6	158.1	147.7	114.3	140.2	131.2	116.1	123.9	135.6	178.3	159.7	196.9	194.7	113.8	86.3	134.1	120.9	92.1	123.4	157.7	203.3	150.1	144.0	94.7	81.9	93.5
Rv0142	-	927	+	105.8	93.6	92.2	78.5	72.5	77.2	98.0	91.6	88.0	68.5	72.6	59.6	61.7	71.5	71.2	39.5	44.3	42.0	40.3	45.3	66.3	67.2	16.2	17.8	18.1	19.0	22.6	24.5	22.3	12.5	24.3	23.6	15.1	22.1	18.1
Rv0143c	-	1479	-	120.7	104.5	102.6	137.9	140.6	128.7	167.6	147.7	143.5	148.0	128.2	165.5	153.5	141.5	163.9	112.0	104.0	110.5	156.9	160.0	104.8	98.9	102.2	111.7	124.2	127.8	138.0	141.3	133.0	166.8	134.0	166.9	127.1	128.2	127.8
Rv0144	-	843	+	1066.2	830.2	947.9	941.9	798.9	747.8	1043.3	900.5	1037.8	509.7	512.6	431.5	890.0	855.4	1066.7	380.8	333.1	313.2	610.9	496.2	765.3	670.7	284.6	297.2	281.4	407.8	372.7	379.3	215.2	417.0	460.9	394.5	264.7	247.2	297.2
Rv0145	-	954	+	545.3	497.5	521.5	814.7	893.9	953.0	1025.2	754.3	736.3	434.1	445.5	481.6	847.2	927.5	794.5	787.4	724.3	621.7	409.2	395.7	485.4	368.2	241.1	242.5	232.2	292.1	303.7	337.8	242.2	301.3	305.4	310.2	214.2	229.3	218.7
Rv0146	-	933	+	132.0	130.8	187.2	244.4	299.0	308.2	189.7	151.0	129.1	137.2	137.1	129.4	702.0	788.6	556.0	633.0	572.9	482.0	140.3	148.0	94.9	78.4	96.8	105.6	91.9	74.2	99.0	92.1	72.5	111.7	115.5	112.4	110.5	97.9	115.8
Rv0147	-	1521	+	229.3	218.1	210.7	211.9	221.2	222.6	151.2	153.6	158.0	176.8	180.1	175.6	587.2	615.3	569.4	590.2	523.0	434.6	237.5	233.2	149.0	139.0	162.1	162.8	164.6	173.2	176.1	173.2	175.7	203.3	239.2	202.5	146.2	152.6	150.1
Rv0148	-	861	+	219.4	201.4	181.8	218.5	244.8	241.6	170.2	153.2	165.8	226.5	227.7	228.1	516.5	573.6	475.8	516.5	480.4	401.8	246.7	236.9	200.0	189.3	166.9	172.6	176.4	169.4	154.1	157.9	209.0	222.4	264.9	210.9	186.7	213.8	200.3
Rv0149	-	969	+	146.3	103.5	126.9	173.1	193.2	198.5	124.6	126.9	123.7	151.5	154.4	157.1	347.2	364.8	343.1	315.4	280.4	231.9	187.5	173.1	126.4	126.3	126.5	120.1	133.2	110.9	111.5	125.3	161.5	130.2	183.3	159.1	134.0	148.3	138.0
Rv0150c	-	288	-	4.5	6.8	12.9	13.4	10.4	8.2	13.8	14.8	11.9	25.6	20.7	33.6	11.8	10.5	7.9	8.7	6.3	5.0	14.1	18.1	47.3	38.3	21.4	13.9	13.5	9.4	12.6	6.0	20.7	21.1	11.1	15.6	13.2	15.3	18.6
Rv0151c	PE1	1767	-	26.4	20.2	32.0	35.6	29.2	24.9	31.4	39.6	34.1	34.8	36.7	24.0	18.8	21.5	21.9	14.1	12.0	10.2	32.3	34.6	41.9	44.9	46.9	37.1	35.9	45.4	29.8	31.6	37.9	41.7	34.6	42.1	30.7	22.0	31.8
Rv0152c	PE2	1578	-	17.3	10.2	18.7	23.9	22.7	26.6	25.5	27.1	19.2	28.1	30.5	27.8	23.9	21.4	17.1	14.7	18.3	12.9	26.3	23.2	33.8	43.2	35.6	37.8	29.4	27.9	22.5	21.4	32.1	29.6	25.4	26.8	28.1	25.0	36.2
Rv0153c	ptbB	831	-	142.8	97.0	98.6	108.8	90.9	111.7	86.4	114.3	100.5	130.3	137.1	142.7	114.9	104.6	122.1	95.9	99.3	95.7	141.5	159.8	144.3	144.1	142.9	146.2	143.9	145.3	145.2	137.4	135.3	168.9	134.6	143.4	140.8	119.8	130.2
Rv0154c	fadE2	1212	-	152.4	134.6	138.7	114.0	114.2	121.0	110.0	132.2	110.5	154.7	158.2	137.8	129.6	122.7	157.4	116.2	111.3	103.4	219.4	219.1	147.9	160.8	156.2	156.3	168.5	186.3	178.9	184.9	141.7	220.2	189.2	178.4	145.2	114.9	142.4
Rv0155	pntAa	1101	+	41.3	34.0	45.6	54.0	52.6	43.6	20.5	23.5	23.8	123.0	138.2	127.7	29.1	35.3	35.6	18.8	16.7	25.5	182.6	163.1	17.3	16.5	104.3	114.4	121.4	124.7	136.0	128.6	63.0	119.6	169.3	123.4	128.1	113.7	111.5
Rv0156	pntAb	333	+	53.5	64.7	56.0	105.0	86.0	64.2	27.9	31.2	32.0	180.9	206.0	183.6	45.2	47.9	47.8	23.4	19.7	27.8	319.4	311.3	28.8	21.0	190.9	206.9	208.1	220.2	209.7	200.2	104.4	208.9	311.0	205.0	203.0	174.2	174.0
Rv0157	pntB	1428	+	94.2	81.8	68.2	139.8	144.7	147.6	48.0	44.0	63.7	256.2	273.9	291.6	71.7	66.4	66.1	49.5	48.8	58.1	339.6	335.8	43.0	35.5	270.3	296.9	301.2	241.0	295.0	280.3	173.2	184.7	313.2	217.3	360.8	373.2	313.9
Rv0158	-	645	+	98.9	129.8	119.0	77.0	103.2	73.7	52.2	53.2	40.9	136.9	155.0	129.3	86.0	94.5	79.2	85.8	71.4	85.9	126.5	114.3	43.5	32.8	129.0	123.2	108.4	78.7	82.6	69.4	80.7	85.3	134.5	98.2	119.6	121.2	106.0
Rv0159c	PE3	1407	-	10.1	12.9	7.1	15.7	9.6	8.9	10.5	14.3	7.7	12.9	18.6	10.9	7.9	8.7	6.0	5.9	6.0	9.0	20.0	25.8	29.6	18.3	10.8	10.0	10.5	10.7	8.5	9.5	10.2	13.7	7.5	6.8	18.5	16.9	16.1
Rv0160c	PE4	1509	-	9.5	4.8	6.9	3.8	3.5	3.6	6.9	11.7	10.1	3.8	6.4	2.7	5.2	8.9	8.3	5.9	6.1	11.8	5.4	4.1	17.9	20.4	4.4	3.5	3.6	4.8	4.7	5.2	3.6	3.5	4.4	3.9	4.4	3.6	6.6
Rv0161	-	1350	+	14.1	17.3	12.3	16.3	15.1	14.2	7.5	5.8	10.3	22.8	23.2	25.5	12.3	8.4	7.8	8.3	9.2	8.0	22.4	17.6	9.0	7.7	12.2	13.0	11.2	15.6	13.5	14.1	22.8	15.5	19.6	17.6	18.2	17.5	13.3
Rv0162c	adhE1	1152	-	43.4	34.5	29.9	41.7	56.0	46.0	62.1	57.9	50.8	61.2	54.5	68.5	54.5	50.9	63.7	33.2	34.4	45.9	39.2	39.8	40.7	36.8	25.2	37.9	39.1	34.2	47.8	46.2	61.9	49.3	40.7	46.0	41.2	49.4	38.6
Rv0163	-	456	+	27.7	30.8	49.2	25.3	28.2	25.5	18.9	19.0	16.4	33.0	36.5	26.1	34.4	30.4	15.8	20.0	28.1	28.8	46.3	43.6	23.4	19.4	44.5	41.1	47.1	41.2	44.3	44.7	52.9	47.4	44.3	44.6	31.5	19.7	32.3
Rv0164	TB18.5	486	+	367.4	381.3	486.2	468.6	409.4	406.0	298.2	301.5	297.9	470.5	420.7	311.1	362.7	369.8	209.6	212.1	182.4	225.4	576.3	577.3	279.0	206.8	521.8	392.1	462.6	638.3	624.9	595.1	206.1	551.2	633.8	516.0	461.0	361.8	509.1
Rv0165c	-	795	-	333.8	261.1	310.9	406.0	294.7	276.1	739.7	753.6	553.0	367.1	325.3	359.0	62.2	73.9	127.1	76.9	67.3	59.6	151.7	131.7	982.7	933.6	149.6	146.8	160.2	236.7	208.5	225.0	172.2	239.6	134.5	172.3	120.9	103.0	139.5
Rv0166	fadD5	1665	+	724.1	599.0	526.2	649.3	549.2	501.2	762.1	719.7	766.0	488.4	467.1	505.6	124.9	116.5	193.5	73.0	72.0	86.7	256.8	255.8	459.2	398.7	278.2	249.4	298.9	327.0	309.6	331.0	301.3	269.0	257.7	285.6	222.3	222.9	223.5
Rv0167	yrbE1A	798	+	898.3	773.1	732.8	1015.5	833.3	836.3	1116.2	1077.6	1125.0	835.4	828.2	787.6	162.0	135.2	198.0	83.6	79.9	137.8	550.7	525.4	672.5	651.7	542.1	521.1	622.0	580.6	618.2	681.3	683.3	529.0	537.5	542.1	582.8	580.1	540.8
Rv0168	yrbE1B	870	+	329.1	297.9	292.6	449.2	466.7	429.8	371.5	381.9	377.1	405.4	385.8	373.6	81.8	76.5	99.9	53.8	54.1	79.0	362.4	322.2	296.5	241.3	321.2	329.0	361.7	367.0	391.0	392.9	377.4	267.8	333.8	291.6	424.2	363.1	355.0
Rv0169	mce1A	1365	+	445.5	437.2	385.4	588.5	558.3	556.1	486.1	556.9	550.6	439.7	454.4	462.5	84.4	71.6	88.5	47.8	56.8	92.5	478.2	457.8	462.7	368.4	485.5	471.3	511.4	489.0	502.3	504.6	385.2	395.5	453.9	399.9	475.2	491.1	481.1
Rv0170	mce1B	1041	+	415.4	342.1	377.6	661.2	609.8	595.1	448.9	551.1	504.3	429.8	442.3	373.9	72.1	74.3	90.6	50.8	58.6	89.1	456.4	419.5	446.3	403.2	559.7	519.6	596.3	562.5	520.6	534.0	429.2	471.8	517.4	457.7	555.5	500.6	580.9
Rv0171	mce1C	1548	+	540.6	492.4	548.7	969.1	948.1	925.8	641.8	821.6	722.1	672.3	711.3	690.5	117.8	106.9	118.6	69.5	91.0	124.1	598.0	567.9	543.4	462.5	766.3	848.1	782.6	774.5	767.2	721.6	632.3	621.2	659.4	594.0	724.5	754.2	753.3
